Subject,Course Number,Course Name
SHS,SHS590,History of CSD
LLS,LLS199,Undergraduate Open Seminar
ITAL,ITAL573,Professional/Academic Writing
LER,LER550,Game Theory and HR Strategy
PSYC,PSYC201,Intro to Social Psych
CLE,CLE773,Radiation Oncology
HRD,HRD572,e-Learning Ecologies
THEA,THEA441,Inactive
ANTH,ANTH411,Research Methods in Socio-Cultural Anthropology
CI,CI406,Theory Practice in Elementary School Teaching I
AGED,AGED360,Advanced Leadership Studies
AE,AE550,Nonlinear Aeroelasticity
IS,IS506,Youth Services Librarianship
GLBL,GLBL386,Arctic Environmt & Society
DANC,DANC256,Choreographic Laboratory I
HIST,HIST550,Prob Early Mod European Hist
MACS,MACS410,Media Ethics
RUSS,RUSS523,Tolstoy
AFRO,AFRO474,"Black Freed Move, 1955-Present"
GEOG,GEOG198,Freshman Honors Seminar
MATH,MATH546,Hilbert Spaces
IS,IS565,Cataloging for School Libraries
SBC,SBC509,Strategic Media Management
EPOL,EPOL517,"Race, Gender and Sexuality Issues"
CPSC,CPSC554,Quantitative Genetics and Genomics
MACS,MACS370,Cinematography and Sound
EALC,EALC511,Applied Literary Translation I
ADV,ADV301,Becoming an Influencer
CI,CI584,Theories in Second Language Acquisition
ETMA,ETMA396,UG Honors Research or Thesis
RUSS,RUSS524,Pushkin
EOL,EOL598,Thesis Seminar
ACCY,ACCY571,Statistical Analyses for Accountancy
MCB,MCB529,Special Topics in Cell and Developmental Biology
STAT,STAT408,Actuarial Statistics I
ANSC,ANSC295,UG Research or Thesis
ARTH,ARTH460,Museum Management
GER,GER270,Sexuality and Literature
CHEM,CHEM223,Quantitative Analysis Lab
ENVS,ENVS474,Principles of Epidemiology
LAS,LAS250,Design Your Life + Career
MUS,MUS090,Seminar in Music Education
PS,PS359,Government and Politics of East Asia
ETMA,ETMA496,Independent Study
ANTH,ANTH515,Seminar in Anthropology
HIST,HIST310,Global Capitalism in History
STAT,STAT533,Advanced Stochastic Processes
ESE,ESE497,Special Topics in ESE
AFRO,AFRO382,African Amer Families in Film
GLBL,GLBL100,Intro to Global Studies
BIOC,BIOC599,Thesis Research
ANSC,ANSC396,UG Honors Research or Thesis
MUS,MUS411,Genre Studies in Musicology
DANC,DANC106,Jazz Dance II
MUS,MUS488,Flute
PLPA,PLPA403,Advanced Plant Pathology
BSE,BSE770,Service Learning Elective
UKR,UKR218,Survey of Ukrainian Literature
AHS,AHS292,AHS Study Abroad
MCB,MCB401,Cellular Physiology
PS,PS315,African American Politics
EPSY,EPSY507,Econ Analysis & Ed Policy
CI,CI576,Assessment-Based Reading Instruction
HIST,HIST135,History of Islamic Middle East
HIST,HIST191,Freshman Honors Tutorial
PSYC,PSYC563,ResearchMethods:Clin/CommPsych
CW,CW200,Reading for Writers
GEOL,GEOL512,Geotectonics
SOCW,SOCW402,Practice II
AE,AE511,Transonic Aerodynamics
GWS,GWS350,Feminist & Gender Theory
ME,ME404,Intermediate Thermodynamics
QUEC,QUEC411,Beginning Quechua II
CEE,CEE543,Env Organic Chemistry
BIOE,BIOE573,Managing Business Operations
ARCH,ARCH352,Mech of Mat & Design Appl
PSYC,PSYC327,Psychology of Human Sexuality
EALC,EALC428,Japan at War and Peace
ADV,ADV478,Psychology of Advertising
THEA,THEA102,Text to Stage
CMN,CMN325,Politics and the Media
IS,IS518,Seminar in Information Services
SPAN,SPAN305,The Structure of Spanish
PATH,PATH543,Necropsy for Non Path Majors
ARTH,ARTH241,"Modern Art, 1880-1940"
FSHN,FSHN520,Advanced Clinical Nutrition
GSD,GSD500,Colloquium in Game Studies
EALC,EALC411,The Chinese Novel
MCB,MCB434,Food & Industrial Microbiology
THEA,THEA125,Designer Skills
EPSY,EPSY486,Principles of Measurement
CS,CS125,Introduction to Computer Science
MCB,MCB460,Neuroanatomy Laboratory
AE,AE416,Applied Aerodynamics
PS,PS379,Intl Rel & Domestic Politics
AFRO,AFRO340,Dancing Black Popular Culture
ADV,ADV315,Emerging Media
MUS,MUS579,Graduate Level Harpischord
EPOL,EPOL594,Program Evaluation
INFO,INFO418,Makerspace: Escape Rooms
ARTD,ARTD499,Special Topics in Design
CWL,CWL512,Applied LiteraryTranslation II
HIST,HIST372,"America's Republic, 1780-1880"
SPAN,SPAN295,Topics in Literature and Cultural Studies
SPED,SPED583,Single Case Experimntl Design
CHLH,CHLH407,"Disability, Culture & Society"
CHEM,CHEM497,Individual Study Senior
PSYC,PSYC475,Personnel Psych
HDFS,HDFS526,Intimate Partner Violence
ERAM,ERAM581,Evaluation with Applied Survey Design I
SOC,SOC578,Ethnography Urban Communities
HDFS,HDFS503,Social-Emotional Development
CLCV,CLCV444,The Archaeology of Italy
ARCH,ARCH407,Rome: City of Visible History
STAT,STAT361,Probability & Statistics for Computer Science
CEE,CEE462,Steel Structures II
ITAL,ITAL210,Practical Review Italian
ANSC,ANSC360,Technology and Management: The Basics
MATH,MATH511,Intro to Algebraic Geometry
ENGL,ENGL219,Literature and Medicine
CS,CS128,Introduction to Computer Science II
ACCY,ACCY405,Assurance and Attestation
GLBL,GLBL200,Foundations of Research
IS,IS312,Reading and Writing Data
BIOP,BIOP583,Lab Rotation III
ARCH,ARCH594,Spec Prob Building Sci & Tech
ABE,ABE532,Advanced Contextual Design
IS,IS542,Research and Inquiry for Youth
BUS,BUS402,Project Management in Action
EPS,EPS517,Case Studies Professional Ethics & Education
HIST,HIST171,US History to 1877
ARTD,ARTD426,Product Innovation
IS,IS585,International Librarianship
GMC,GMC562,Germanic Linguistics
MUS,MUS179,Harpsichord
BADM,BADM514,Managing Innovation
ANTH,ANTH279,"Economy, Business & Society"
ASST,ASST391,Honors Tutorial
EALC,EALC527,Seminar in Japanese History
ARTF,ARTF104,Expressive Drawing
MUS,MUS207,Musicianship III
ENGL,ENGL244,Modern Drama II
ARAB,ARAB403,Intermediate Stand Arabic I
THEA,THEA392,Individual Topics
BADM,BADM541,Economics of Organizations
ASRM,ASRM472,Life Contingencies II
LA,LA427,Amer Vernacular Cultural Land
EPS,EPS538,Globalization of Higher Ed
GEOL,GEOL201,History of Geology
MDVL,MDVL403,European Education to 1600
BIOE,BIOE436,Senior Design II
REL,REL270,"Religion, Ethics, Environment"
BSE,BSE602,Public Health Clinical Applications
MATH,MATH488,Math Methods In Engineering
DANC,DANC216,Dance II
ENGL,ENGL404,Engl Grammar for ESL Teachers
ITAL,ITAL390,Spec Topics Italian Studies
ARTD,ARTD218,Interaction Design Foundation
GCL,GCL147,Social Justice in the Social Sciences
EPOL,EPOL556,Access to Higher Education
HIST,HIST459,Postcolonial/Queer
ECE,ECE449,Machine Learning
NRES,NRES499,Special Topics
PS,PS214,American Indian Law & Politics
HUM,HUM387,French & Comparative Cinema I
CMN,CMN304,Communication Internship
CWL,CWL308,Chinese Popular Literature
SE,SE424,State Space Design for Control
CHIN,CHIN477,Chin Orth & Grm for Lng Tchg
UP,UP556,Regional Science Methods
THEA,THEA409,Stage Management Workshop
SPED,SPED413,New Media &Learner Differences
PHYS,PHYS582,General Field Theory
BADM,BADM595,Business Fundamentals
MSE,MSE405,Microstructure Determination
AFAS,AFAS111,Heritage and Values of the United States Air Force I
PORT,PORT584,Theories in Second Language Acquisition
BADM,BADM520,Marketing Management
GGIS,GGIS379,Introduction to Geographic Information Systems
HDFS,HDFS396,Honors Research or Thesis
EOL,EOL518,"Econ of Ed, Hlth & Hum Capital"
CHEM,CHEM585,Materials Chemistry Seminar
THEA,THEA427,Scenic Painting I
SE,SE311,Engineering Design Analysis
BADM,BADM549,Current Strategy Research
EPSY,EPSY513,Research Methods in Counseling Psychology II
AE,AE402,Orbital Mechanics
ENG,ENG300,Engrg Transfer Orientation
KIN,KIN107,Aquatic Sport Activities
EPSY,EPSY400,Psychology of Learning in Education
UP,UP511,Law and Planning
GWS,GWS366,Feminist Disability Studies
HRD,HRD517,Community College Program Dev
PSYC,PSYC301,Psychological Statistics
AFRO,AFRO272,Minority Images in Amer Film
MDVL,MDVL410,Topics in Medieval British and Irish Literature
IS,IS357,Introduction to Data Storytelling
ARCH,ARCH400,Senior Honors in Architecture
MCB,MCB471,Cell Structure and Dynamics
AIS,AIS101,Intro to Amer Indian Studies
ENGL,ENGL470,Modern African Fiction
SHS,SHS599,Thesis Research
MUS,MUS344,Instrumental Methods for Secondary Ensembles
IS,IS490,Topics in Info Foundations
POL,POL245,Survey of Polish Literature
CS,CS426,Compiler Construction
ARTJ,ARTJ302,Intro to Japanese Animation
CPSC,CPSC241,Intro to Applied Statistics
EIL,EIL511,Task Based Language Teaching
LAW,LAW616,Environmental Law and Pol I
HIST,HIST225,Southeast Asian Civilizations
IS,IS583,Grad Bioinformatics Seminar
IS,IS413,Teen Materials
CI,CI532,Professional Development in Mathematics Education
JS,JS320,Responses to the Holocaust
ASRM,ASRM595,Advanced Topics in Actuarial Science and Risk Analytics
ANTH,ANTH315,Archaeology of the American Southwest
AGCM,AGCM499,Seminar
CEE,CEE458,Water Resources Field Methods
VM,VM605,Pathobiology I
BADM,BADM567,Process Management
LING,LING304,Elements of Morphology
AE,AE321,Mechs of Aerospace Structures
LING,LING104,Talking Culture
KIN,KIN407,"Disability, Culture & Society"
AIS,AIS295,US Citizenship Comparatively
ARTS,ARTS331,Jewelry Metals IV
GEOG,GEOG280,Intro to Social Statistics
SPAN,SPAN463,18-19thC Spanish Studies
DANC,DANC420,Graduate Performance Practice
ARTH,ARTH214,Art in China
ECON,ECON451,Program Evaluation in Developing Economies
ANTH,ANTH199,Undergraduate Open Seminar
PSYC,PSYC572,Statistical Practices in Psychology
SAME,SAME599,Thesis Research
SOCW,SOCW580,Advanced Child Welfare
FIN,FIN553,Machine Learning in Finance
PHYS,PHYS486,Quantum Physics I
ACES,ACES295,Undergrad Research or Thesis
FR,FR134,Accel Intermed French II
MACS,MACS382,French & Comparative Cinema I
LER,LER595,Managing Diversity Globally
ME,ME370,Mechanical Design I
MUS,MUS130,Introd to the Art of Music
EPSY,EPSY471,Introduction to Evaluation Methods
EPSY,EPSY330,Development and Relationships
PLPA,PLPA406,Phytobacteriology
AGED,AGED170,Leading Student Organizations
MUS,MUS443,Orchestral Repertory
ASST,ASST199,Undergraduate Open Seminar
CHBE,CHBE453,Electrochemical Engineering
THEA,THEA362,Chekhov
ECE,ECE542,Fault-Tolerant Dig Syst Design
ECE,ECE547,Topics in Image Processing
DANC,DANC221,Performance in Grad Thesis I
AFRO,AFRO201,US Racial & Ethnic Politics
IS,IS145,Mapping Inequalities
EPOL,EPOL565,Critical Issues in Higher Education
MATH,MATH520,Symplectic Geometry
ARTE,ARTE593,Survey: Qualitative Methodologies
AE,AE433,Aerospace Propulsion
CLCV,CLCV160,Ancient Greek & Roman Religion
THEA,THEA455,Sound Design II
HIST,HIST427,Twentieth-Century Japan
ESE,ESE481,Intl Environ Cooperation
SOCW,SOCW451,HBSE I: Human Development
AGED,AGED496,Beginning Agriculture Teachers Seminar
ECE,ECE596,Master's Project
ME,ME412,Numerical Thermo-Fluid Mechs
RST,RST501,"Concepts & Applications in Recreation, Sport & Tourism"
LLS,LLS238,Latina/o Social Movements
RUSS,RUSS401,Fourth Year Russian I
MSE,MSE472,Biomaterials Laboratory
PSYC,PSYC302,Applied Neuroscience
BADM,BADM322,Marketing Research
GEOL,GEOL454,Introduction to Seismology
ANSC,ANSC403,Pork Production
MUS,MUS586,Graduate Level Double Bass
AFRO,AFRO415,Africana Feminisms
ARCH,ARCH516,Seminar in Modern Arch History
ATMS,ATMS425,Air Quality Modeling
ECE,ECE561,Detection & Estimation Theory
ANSC,ANSC446,Population Genetics
CPSC,CPSC102,Foundational Skills in Crop Sciences
HIST,HIST560,Problems in Russian History
FIN,FIN584,Corporate Finance
FSHN,FSHN343,"Foundations in Beverage Management: Introduction to Wine, Beer and Spirits"
GEOL,GEOL432,Mineralogy and Mineral Optics
ANTH,ANTH160,Race and Contemporary Social Issues
AFST,AFST431,Advanced Bamana I
BADM,BADM505,Stat Analysis w/Business App
LER,LER571,Executive Compensation
ECE,ECE518,Adv Semiconductor Nanotech
PHYS,PHYS192,Science and Pseudoscience
IS,IS490,Advanced Topics in Information Studies
SPED,SPED450,Introduction to Early Childhood Special Education
ANTH,ANTH221,Archaeology of South Asia
HT,HT510,Health Technology Capstone Orientation
TAM,TAM559,Atomistic Solid Mechanics
ADV,ADV482,Qualitative Analysis in Advert
UP,UP426,Urban Design and Planning
WLOF,WLOF405,Advanced Wolof I
BIOE,BIOE575,Capstone Project
MUS,MUS598,Graduate Level Percussion
BSE,BSE635,Musculoskeletal and Integument
MUSC,MUSC121,Oboe
EURO,EURO590,Directed Ind Study
SPAN,SPAN468,20th-21st Century Spanish American Studies
PHYS,PHYS496,Communicating in Physics—Writing Papers and Giving Talks
MATH,MATH428,Honors Topics in Mathematics
PSYC,PSYC578,Clinical/Community:Development
ENGL,ENGL216,Legends of King Arthur
CLCV,CLCV550,Intro to Teaching of Classics
ANTH,ANTH160,Contemporary Social Issues
THEA,THEA460,Multi-Ethnic Theatre
IS,IS401,Introduction to Network Information Systems
SE,SE525,Control of Complex Systems
VCM,VCM536,ECC Journal Topics
FR,FR500,Beginning French Grads
DANC,DANC550,Advanced Research in Dance
HORT,HORT301,Woody Landscape Plants
SPED,SPED431,Assistive Technology and Physical Disabilities
LER,LER566,International HR Management
SOC,SOC471,Collective Action & Revolution
MUSC,MUSC420,Flute
ACCY,ACCY554,International Taxation
MILS,MILS342,Officership
MUS,MUS420,The History of Opera
SOCW,SOCW360,Social Work and the Military
ACES,ACES250,Introduction to Bioenergy
HDFS,HDFS291,HDFS Career Planning & Preparation
ENGL,ENGL106,Literature and Experience
JAPN,JAPN305,Advanced Japanese I
CB,CB420,Stem Cell Journal Club
SOCW,SOCW500,SW Practice with Indiv and Fam
MUS,MUS587,Graduate Level Harp
PHYS,PHYS498,Special Topics in Physics
ENGL,ENGL460,Literature of American Minorities
AE,AE538,Combustion Fundamentals
ARTD,ARTD263,Digital Photographic Output
ENGL,ENGL114,Bible as Literature
AFST,AFST478,African Immigrants in Europe
STAT,STAT534,Advanced Survival Analysis
ARCH,ARCH512,Seminar in Medieval Arch
ARCH,ARCH552,Soil Mech and Foundations
ANTH,ANTH468,Primate Microbial Seminar
ECON,ECON519,Development and Growth Policy
MUS,MUS276,Summer Band
UP,UP521,International Planning Seminar
MFST,MFST498,Metropolitan Food & Environmental Systems Capstone
ENGL,ENGL559,Seminar Afro-American Lit
IS,IS457,Data Storytelling
ADV,ADV498,The Sandage Project
SE,SE594,Project Design
SOCW,SOCW526,Managing Human Service Orgs
HDFS,HDFS140,Intro Gender & Women's Studies
MUS,MUS414,Music and Society
NEUR,NEUR450,Cognitive Psychophysiology
PSYC,PSYC326,Development and Relationships
IS,IS546,Intellectual Freedom and Censorship
CPSC,CPSC564,Molecular Marker Data Analyses
DANC,DANC245,Mindful Movement
CMN,CMN476,Commercialism and the Public
AAS,AAS260,Intro Asian American Theatre
ANSC,ANSC467,Applied Animal Ecology
ESL,ESL110,English Pronunciation & Oral Fluency
MUSC,MUSC475,Symphony Orchestra
VCM,VCM667,Inactive
STAT,STAT595,Preparing Future Faculty
ADV,ADV484,Quantitative Research Methods
THEA,THEA416,Scenic Design II
TMGT,TMGT460,Business Process Modeling
MUSC,MUSC431,Jazz Voice
EPOL,EPOL585,Ethnographic Methods in Educ
EPOL,EPOL536,Leading School Improvement
MUSC,MUSC481,Wind Orchestra
EPS,EPS531,Critical Race Theory and Education
CS,CS465,User Interface Design
LA,LA212,Water and Society
PS,PS496,Senior Honors Thesis
CWL,CWL453,Slavic Cultural Studies
DANC,DANC211,Int Hip Hop Technique
IE,IE431,Design for Six Sigma
ESL,ESL506,Oral Communication for ITAs
ENGL,ENGL524,Seminar in 17th C Literature
LLS,LLS320,Gender & Latina/o Migration
EPOL,EPOL515,Introduction to Diversity & Equity
MUSC,MUSC447,Collegium Musicum
ENGL,ENGL498,Environmental Writing for Publication
IE,IE598,Special Topics
ARCH,ARCH559,Structural Masonry Design
ENGL,ENGL407,Introduction to Old English
PSYC,PSYC539,Intro to Clin-Comm Psych II
TAM,TAM302,Engineering Design Principles
ARTH,ARTH312,Central African Art
SPED,SPED416,Perspectives on Gifted Education
JS,JS252,The Holocaust
CS,CS435,Cloud Networking
CWL,CWL481,Topics in Arabic Literature & Culture
GGIS,GGIS254,"American People, Places, & Environments"
MACS,MACS205,Introduction to Documentary
ASTR,ASTR210,Introduction to Astrophysics
SCAN,SCAN593,Research in Special Topics
HRD,HRD470,Designing and Evaluating eLearning Systems
ITAL,ITAL415,Europe and the Mediterranean
PS,PS390,American Foreign Policy
MDIA,MDIA599,Thesis Research
TE,TE450,"Startups: Incorporation, Funding, Contracts, & Intellectual Property"
BIOE,BIOE481,Whole-Body Musculoskel Biomech
TRST,TRST540,Capstone
IE,IE590,Seminar
EPSY,EPSY531,Cognitive Dev and Socializatn
PHIL,PHIL441,Existential Philosophy
MDVL,MDVL443,Byzantine Empire AD 284-717
ENGL,ENGL260,Modern African American Literature and Culture
ANSC,ANSC398,UG Experiential Learning
MATH,MATH439,Philosophy of Mathematics
PHYS,PHYS499,Senior Thesis
MUS,MUS456,Adv Jazz Piano Improvisation
SHS,SHS532,Language Disorders & Literacy in School-Age Children & Youth
BADM,BADM567,Operations Management
ASRM,ASRM210,Theory of Interest
IS,IS555,Usability Engineering
MILS,MILS341,Leadership and Management
PORT,PORT410,Topics in Brazilian Literature
STAT,STAT448,Advanced Data Analysis
AFRO,AFRO372,Class Politics & Blk Community
LING,LING446,Fundamentals for Speech Signal Processing and Analysis
CWL,CWL586,Children and Youth Literature
ENGL,ENGL255,Early American Literature and Culture
SPED,SPED440,Instructional Strategies I
VM,VM643,Fundamentals of Management
SE,SE297,Independent Study
SOC,SOC426,"Race, Educational Policy, and Sociology"
THEA,THEA445,Costume History I
IB,IB364,Genomics and Human Health
SOC,SOC478,Geography of Health Care
EPSY,EPSY583,Single Case Experimntl Design
LEAD,LEAD440,Interpersonal Intelligence for Professional Success
CI,CI530,Trends and Issues in Math Edu
FIN,FIN425,Private Equity/Venture Capital
ITAL,ITAL191,Freshman Honors Tutorial
EPOL,EPOL575,Economics of Human Resources
REL,REL320,Lit Responses to the Holocaust
CHLH,CHLH411,"Emergency Preparedness, Planning, and Response"
ENGL,ENGL460,Lit of American Minorities
AFRO,AFRO231,Lang Diff Dis: American Persp
MCB,MCB561,Mechanisms Viral Pathogenesis
CPSC,CPSC543,Appl. Multivariate Statistics
GWS,GWS450,Topics in Bodies and Genders
ACE,ACE561,Adv Res and Scholarly Comm
MSE,MSE565,Thin Film Materials
ANSC,ANSC256,Horse's Role in Human History
AAS,AAS215,US Citizenship Comparatively
IS,IS545,Advanced Data Visualization
PS,PS311,Political Parties in the US
STAT,STAT400,Statistics and Probability I
IB,IB449,Limnology
ENGL,ENGL121,Introduction to Comics
